Dokumen,Layout,Doc Type,Bahasa,Special Issue,Skor Komposit (0–100)*|JS,Skor Komposit (0–100)*|Python,Skor Komposit (0–100)*|Diff,Text Edit ↓|JS,Text Edit ↓|Python,Text Edit ↓|Diff,Text CER ↓|JS,Text CER ↓|Python,Text CER ↓|Diff,Formula Edit ↓|JS,Formula Edit ↓|Python,Formula Edit ↓|Diff,Table TEDS ↑|JS,Table TEDS ↑|Python,Table TEDS ↑|Diff,Table TEDS-S ↑|JS,Table TEDS-S ↑|Python,Table TEDS-S ↑|Diff,Reading Order Edit ↓|JS,Reading Order Edit ↓|Python,Reading Order Edit ↓|Diff,Coverage F1 ↑|JS,Coverage F1 ↑|Python,Coverage F1 ↑|Diff,BBox IoU ↑|JS,BBox IoU ↑|Python,BBox IoU ↑|Diff
yanbaopptmerge_yanbaoPPT_4095,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,51.21,46.06,5.149999999999999,0.4879,0.5394,-0.05149999999999999,0.4879,0.5394,-0.05149999999999999,,,,,,,,,,,,,0.6667,0.6667,0.0,0.5147,0.4258,0.08890000000000003
yanbaopptmerge_yanbaoPPT_4115,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,95.79,96.29,-0.5,0.0421,0.0371,0.0049999999999999975,0.0422,0.0371,0.0051,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9464,0.9484,-0.0020000000000000018
yanbaopptmerge_yanbaoPPT_4310,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,70.0,71.97,-1.9699999999999989,0.2322,0.1928,0.03939999999999999,0.3151,0.2739,0.041200000000000014,0.3678,0.3678,0.0,,,,,,,0.0,0.0,0.0,0.75,0.6667,0.08330000000000004,0.9275,0.9277,-0.00019999999999997797
yanbaopptmerge_yanbaoPPT_4570,other_layout,PPT2PDF,simplified_chinese,colorful_backgroud,6.4,6.91,-0.5099999999999998,0.936,0.9309,0.0051000000000001044,0.936,0.9309,0.0051000000000001044,,,,,,,,,,,1.0,,0.2632,0.64,-0.3768,0.1873,0.063,0.1243
yanbaopptmerge_yanbaoPPT_4900,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,62.5,63.19,-0.6899999999999977,0.375,0.3681,0.006900000000000017,0.375,0.3681,0.006900000000000017,,,,,,,,,,,,,0.5,0.5,0.0,0.5027,0.5027,0.0
yanbaopptmerge_yanbaoPPT_5305,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,96.77,98.33,-1.5600000000000023,0.0323,0.0167,0.015600000000000003,0.0345,0.0172,0.017300000000000003,,,,,,,,,,0.0,0.0,0.0,0.8,0.8,0.0,0.8903,0.8903,0.0
yanbaopptmerge_yanbaoPPT_5345,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,98.33,100.0,-1.6700000000000017,0.0167,0.0,0.0167,0.0172,0.0,0.0172,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9609,0.959,0.0019000000000000128
yanbaopptmerge_yanbaoPPT_5685,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,83.48,84.15,-0.6700000000000017,0.1652,0.1585,0.0067000000000000115,0.1658,0.1585,0.007300000000000001,,,,,,,,,,0.0,0.0,0.0,0.8571,0.8571,0.0,0.7837,0.7803,0.0033999999999999586
yanbaopptmerge_yanbaoPPT_6130,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,78.05,77.07,0.980000000000004,0.2195,0.2293,-0.009800000000000003,0.2211,0.2305,-0.00940000000000002,,,,,,,,,,0.0,0.0,0.0,0.6154,0.6154,0.0,0.7066,0.6996,0.007000000000000006
yanbaopptmerge_yanbaoPPT_6170,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,96.52,95.63,0.8900000000000006,0.0348,0.0437,-0.008900000000000005,0.0357,0.0437,-0.008,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9382,0.9361,0.0020999999999999908
yanbaopptmerge_yanbaoPPT_725,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,96.88,100.0,-3.1200000000000045,0.0312,0.0,0.0312,0.0323,0.0,0.0323,,,,,,,,,,0.0,0.0,0.0,0.8,0.8,0.0,0.9339,0.9312,0.0026999999999999247
yanbaopptmerge_yanbaoPPT_750,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.8656,0.8656,0.0
yanbaopptmerge_yanbaoPPT_805,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,97.1,100.0,-2.9000000000000057,0.029,0.0,0.029,0.0304,0.0,0.0304,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9295,0.9308,-0.0012999999999999678
yanbaopptmerge_yanbaoPPT_90,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.25,0.5,-0.25,0.9201,0.5441,0.376
yanbaopptmerge_yanbaoPPT_985,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,90.79,93.42,-2.6299999999999955,0.0921,0.0658,0.026300000000000004,0.0921,0.0658,0.026300000000000004,,,,,,,,,,,,,1.0,1.0,0.0,0.9811,0.9811,0.0
yanbaor2_0a47b1d6b03103a249101f13e89f2226a273a75378d8110d46eb42c1cfa65ffd.pdf_10,other_layout,book,simplified_chinese,,52.5,50.0,2.5,0.475,0.5,-0.025000000000000022,0.475,0.5,-0.025000000000000022,,,,,,,,,,,0.0,,0.1739,0.2609,-0.08700000000000002,0.4418,0.6079,-0.16609999999999997
yanbaor2_0a49fd5fc362650bf30a0a9391a2d2f091e751ba3d51da18e630e23856905c63.pdf_8,1andmore_column,book,english,,98.02,99.19,-1.1700000000000017,0.0198,0.0081,0.011700000000000002,0.0198,0.0081,0.011700000000000002,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9549,0.9543,0.0005999999999999339
yanbaor2_0aa9545ccbc482a37e3b55c96897f0f24cee08bb80c7addfb0c219814af44a3b.pdf_27,single_column,book,simplified_chinese,"table_fewer_line, colorful_backgroud, table_veritical, table_with_formula",57.17,5.36,51.81,0.0,1.0,-1.0,0.0,1.0,-1.0,,,,0.1434,0.1071,0.0363,0.3644,0.4463,-0.08189999999999997,1.0,,,0.6667,0.8,-0.13330000000000009,0.8741,0.9073,-0.03320000000000001
yanbaor2_1492d25d79af850815ea449254ea62418c3c7fd582792b5191e1879671ba1219.pdf_88,single_column,research_report,simplified_chinese,"table_veritical, colorful_backgroud, table_omission_line",46.0,42.4,3.6000000000000014,0.08,1.0,-0.92,0.08,1.0,-0.92,,,,0.0,0.848,-0.848,0.0,0.9938,-0.9938,1.0,,,0.5,0.6667,-0.16669999999999996,0.7716,0.9469,-0.1753
yanbaor2_3e1be78252e2fdfe1adf12bba38ec2a7b30699e152d61269aa6e5827f5adcc35.pdf_13,other_layout,magazine,simplified_chinese,"table_horizontal, table_span, colorful_backgroud, table_with_img, table_fewer_line",75.06,72.69,2.3700000000000045,0.0807,0.1142,-0.0335,0.0886,0.1167,-0.0281,,,,0.582,0.5681,0.013899999999999912,0.7361,0.7361,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8345,0.8456,-0.011099999999999999
yanbaor2_75f9d788216f5e26469269defcd466aa8d250542b2142c72782103913bc6e61b.pdf_6,single_column,PPT2PDF,simplified_chinese,"table_full_line, table_horizontal",91.2,91.19,0.010000000000005116,0.1385,0.1385,0.0,0.1385,0.1385,0.0,,,,0.9626,0.9623,0.00029999999999996696,1.0,1.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.0,0.8182,0.8245,-0.006299999999999972
yanbaor2_930d8c81854d7450cd35af7b050fed88e4e461b4f0ac0dab07e3232a4e703a06.pdf_14,other_layout,magazine,english,,49.09,81.84,-32.75,0.5091,0.1816,0.3275,1.5801,0.4267,1.1534,,,,,,,,,,0.1428,0.0715,0.07130000000000002,0.8,0.8,0.0,0.5037,0.6338,-0.1301
yanbaor2_9674ff37a7d4ea8fb80538bf2d8193dd0dca8f838bdd51f4862769746e996126.pdf_26,1andmore_column,book,english,,83.82,89.36,-5.540000000000006,0.1618,0.1064,0.055400000000000005,0.1618,0.1064,0.055400000000000005,,,,,,,,,,0.0,0.0,0.0,0.9524,0.9524,0.0,0.8441,0.8786,-0.034500000000000086
yanbaor2_9be04f6bcbe2c6afc83f0751eb05e361872f9673ccd4bec49cf844c66f34bff0.pdf_19,three_column,magazine,simplified_chinese,,92.67,92.71,-0.03999999999999204,0.0733,0.0729,0.0003999999999999976,0.0743,0.0729,0.0013999999999999985,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9431,0.9414,0.0017000000000000348
yanbaor2_c23ab881b15885d295fd4ea93d0c36a058ba1a53a36574087ddd39df2811d34d.pdf_3,1andmore_column,magazine,simplified_chinese,,77.84,77.46,0.38000000000000966,0.2216,0.2254,-0.003799999999999998,0.2229,0.2254,-0.0025000000000000022,,,,,,,,,,0.0,0.0,0.0,0.9091,0.9091,0.0,0.9181,0.9255,-0.007399999999999962
yanbaor2_ey-digital-state-tax-article.pdf_0,1andmore_column,magazine,english,,42.3,48.7,-6.400000000000006,0.577,0.513,0.06399999999999995,5.1912,5.1593,0.03190000000000026,,,,,,,,,,0.2424,0.2424,0.0,0.96,0.8889,0.07109999999999994,0.3079,0.3058,0.0020999999999999908
yanbaor2_ey-financial-sustainability-whitepaper.pdf_17,double_column,book,english,,99.7,99.67,0.030000000000001137,0.003,0.0033,-0.0002999999999999999,0.003,0.0033,-0.0002999999999999999,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9411,0.938,0.0031000000000001027
yanbaor2_yanbaoPPT_2108,other_layout,magazine,simplified_chinese,,56.54,55.27,1.269999999999996,0.4346,0.4473,-0.012699999999999989,0.706,0.6874,0.01859999999999995,,,,,,,,,,0.0,0.0,0.0,0.8,0.8,0.0,0.9013,0.9084,-0.007099999999999995
yanbaor2_yanbaoPPT_3282,other_layout,magazine,simplified_chinese,colorful_backgroud,100.0,80.0,20.0,0.0,0.2,-0.2,0.0,0.5,-0.5,,,,,,,,,,0.0182,0.1111,-0.09290000000000001,0.6286,0.6667,-0.03809999999999991,0.5108,0.3212,0.18960000000000005
yanbaor2_yanbaoPPT_3302,1andmore_column,book,simplified_chinese,,94.84,98.96,-4.11999999999999,0.0516,0.0104,0.0412,0.0541,0.0104,0.0437,,,,,,,,,,0.0,0.0,0.0,0.9333,0.9333,0.0,0.9669,0.9667,0.00019999999999997797
yanbaor2_yanbaoPPT_3604,double_column,magazine,simplified_chinese,,94.62,95.72,-1.0999999999999943,0.0538,0.0428,0.011000000000000003,0.0551,0.0436,0.011500000000000003,,,,,,,,,,0.0,0.0,0.0,0.963,0.963,0.0,0.9034,0.8984,0.0050000000000000044
yanbaor2_yanbaoPPT_469,1andmore_column,book,english,,79.29,97.78,-18.489999999999995,0.2071,0.0222,0.1849,1.8639,0.0226,1.8413,,,,,,,,,,0.0666,0.0,0.0666,0.5714,0.5714,0.0,0.7603,0.8855,-0.12519999999999998
yanbaor2_yanbaoPPT_5544,single_column,book,simplified_chinese,"table_full_line, table_horizontal",95.5,96.36,-0.8599999999999994,0.0353,0.0356,-0.00030000000000000165,0.0354,0.0356,-0.0001999999999999988,,,,0.9453,0.9629,-0.01759999999999995,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9348,0.9506,-0.015800000000000036
yanbaor2_yanbaoPPT_5627,1andmore_column,magazine,english,,36.56,36.06,0.5,0.6344,0.6394,-0.0050000000000000044,0.7366,0.7417,-0.005099999999999993,,,,,,,,,,0.2666,0.2666,0.0,1.0,1.0,0.0,0.2494,0.2485,0.0009000000000000119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"* Skor Komposit (0–100)* = rata-rata [(1−Text Edit), Table TEDS, (1−Formula Edit)]×100. PROKSI, BUKAN metrik 'Overall' resmi OmniDocBench (yang memakai CDM untuk formula). Modalitas yang tidak ada di GT ditulis N/A; modalitas GT yang hilang di prediksi diberi penalti. Jangan dibandingkan dengan angka leaderboard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
